Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Comoros,74.32,19661.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Kuwait,73.46,16918.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Argentina,64.44,9487.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Lebanon,59.72,15823.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Jordan,37.4,9900.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,"Bahamas, The",35.63,6481.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Chile,33.27,4650.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Cambodia,29.45,3871.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Macao,28.88,3514.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Turks and Caicos Isl.,28.17,5111.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Cayman Islands,26.01,2947.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Panama,24.63,3139.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Brazil,21.9,3444.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Lao PDR,20.52,3226.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Philippines,18.59,2701.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Aruba,16.88,1983.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,India,15.68,1600.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,South Africa,13.73,1276.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Peru,11.53,588.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Sweden,11.25,1148.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Curaçao,10.66,1676.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Qatar,9.6,1278.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Marshall Islands,6.61,563.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Bangladesh,6.25,638.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Trinidad and Tobago,5.03,772.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,French Polynesia,4.48,467.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,British Virgin Islands,4.22,431.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Bolivia,3.94,380.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Rwanda,3.45,642.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Saint Maarten (Dutch part),3.32,339.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2016,Greece,3.12,681.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011, World,199082.62,61465200.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Canada,142379.52,47239100.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Germany,29976.74,6409160.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Mexico,12349.4,3237100.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Japan,7587.47,2738170.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,"Other Asia, nes",2372.61,651368.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Sweden,723.34,95832.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,United Kingdom,617.54,227468.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,"Korea, Rep.",507.56,180774.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Belgium,400.92,69855.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,New Zealand,330.81,155726.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Netherlands,247.94,74889.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Brazil,243.0,56925.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Australia,203.77,63215.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Jamaica,190.67,37721.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Ecuador,150.69,38400.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Costa Rica,149.81,37950.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Saudi Arabia,138.06,23065.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Guatemala,106.99,18975.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Russian Federation,92.3,15260.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Switzerland,77.17,11577.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Argentina,48.06,22623.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,China,44.14,17966.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Bermuda,27.84,4137.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Cyprus,25.97,12227.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Thailand,19.27,5973.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,"Hong Kong, China",10.62,1314.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Czech Republic,10.31,4854.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,United Arab Emirates,9.46,1128.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Barbados,8.13,3829.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Denmark,6.84,617.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Lithuania,6.59,1654.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Aruba,5.48,2580.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,"Bahamas, The",5.23,2722.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Chile,4.99,504.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2011,Samoa,3.38,560.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023, World,283715.29,56260200.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Canada,224412.52,45521800.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Japan,15623.31,2586030.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Mexico,10284.87,2687130.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Germany,10230.76,2371080.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,"Korea, Rep.",8103.0,731806.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,China,1777.85,209292.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,United Kingdom,1521.73,259144.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Belgium,1187.14,222914.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Dominican Republic,955.86,193631.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Cuba,948.36,106371.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Malaysia,889.56,167499.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,France,746.36,28559.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Indonesia,714.95,134400.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Netherlands,709.3,155179.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,"Other Asia, nes",637.39,70654.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Saudi Arabia,630.43,80034.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Bermuda,380.71,12522.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,India,363.6,115200.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Vietnam,330.32,89550.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,New Zealand,324.42,50418.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Jamaica,281.12,52265.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Bahrain,241.85,28851.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,"Hong Kong, China",216.1,25119.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Jordan,209.47,25090.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Chile,193.57,36081.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Brazil,181.81,27919.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Italy,164.03,22451.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Finland,142.99,39073.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,"Bahamas, The",132.05,30250.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Peru,106.67,19180.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Lithuania,105.44,31620.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,South Africa,96.22,18975.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Estonia,91.55,9180.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,United Arab Emirates,91.3,16452.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Australia,86.33,11025.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Uruguay,65.99,4753.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Turks and Caicos Isl.,65.01,8010.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Singapore,39.83,4423.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Oman,39.19,12473.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Cayman Islands,32.89,3633.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Kuwait,32.21,2399.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,French Polynesia,31.82,3885.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Curaçao,29.17,4200.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Iraq,28.78,2347.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Bangladesh,24.47,4353.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Trinidad and Tobago,22.5,3800.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Mongolia,21.6,2356.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Ireland,21.1,2048.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,St. Lucia,17.37,1986.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Qatar,16.28,3526.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Lebanon,14.57,1107.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Belize,11.64,773.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Honduras,10.44,1858.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Ecuador,10.33,680.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Marshall Islands,9.25,1277.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Aruba,7.93,733.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Denmark,7.43,310.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Antigua and Barbuda,7.39,362.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Spain,6.84,444.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Switzerland,5.03,142.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Colombia,4.64,247.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Costa Rica,4.13,531.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Argentina,3.19,205.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Portugal,2.96,40.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,"Egypt, Arab Rep.",2.9,275.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Thailand,2.88,147.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2023,Saint Maarten (Dutch part),2.59,178.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018, World,152847.51,29882000.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Canada,93466.84,20916200.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Germany,14844.62,3252340.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Japan,7330.86,735909.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,China,6809.89,196721.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Vietnam,4597.71,969766.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Mexico,3781.62,648105.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Slovenia,3757.13,850538.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,"Korea, Rep.",3634.23,256159.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Switzerland,1995.5,55480.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Saudi Arabia,1970.77,349711.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,United Kingdom,1621.09,312372.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Bermuda,924.17,69574.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,France,649.77,109119.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Spain,548.89,94913.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,New Zealand,538.77,107001.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Belgium,538.15,15410.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Netherlands,508.91,79064.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,United Arab Emirates,451.76,62562.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,"Other Asia, nes",431.28,53880.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Singapore,377.28,92340.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Malaysia,306.79,58640.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Italy,297.96,58041.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,"Hong Kong, China",259.46,30178.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Kuwait,254.52,32388.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Chile,241.9,31868.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Thailand,208.4,12254.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Australia,196.9,27856.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Qatar,182.91,20603.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Jamaica,171.63,43630.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Estonia,147.38,17324.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Cape Verde,138.88,11580.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Portugal,135.91,40049.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Dominican Republic,135.68,21086.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Latvia,135.13,14520.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Ireland,131.14,36953.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Bahrain,129.76,18831.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Greece,103.54,11067.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Bangladesh,100.88,13998.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,South Africa,93.1,21452.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Argentina,92.63,12977.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Norway,71.6,14220.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,"Bahamas, The",69.91,7445.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Curaçao,69.5,21171.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Jordan,57.51,9066.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Indonesia,45.04,24141.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Sweden,38.85,6270.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Costa Rica,22.0,1925.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Panama,20.85,4535.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Turks and Caicos Isl.,20.35,4566.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Aruba,18.85,274.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Uruguay,18.78,2789.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,French Polynesia,16.23,2351.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Lebanon,16.02,1800.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Ukraine,11.81,161.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Honduras,11.29,3420.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Bulgaria,10.93,645.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Turkey,10.92,1115.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Brazil,10.4,1851.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Saint Maarten (Dutch part),8.57,3906.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Russian Federation,7.7,458.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Cayman Islands,5.87,924.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,St. Lucia,5.7,1426.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Israel,5.51,410.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Belize,5.32,1108.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Pakistan,4.51,1570.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Cote d'Ivoire,3.88,35.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Lithuania,3.65,38.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Barbados,3.47,1582.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Marshall Islands,3.23,275.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,India,2.89,39.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2018,Czech Republic,2.63,36.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014, World,169283.23,45946100.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Canada,107346.91,28414900.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Japan,24000.0,7985810.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Germany,9012.83,2128690.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,"Korea, Rep.",8143.9,1445810.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Mexico,5626.2,1566180.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Vietnam,4090.68,1427680.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,"Other Asia, nes",2462.93,686281.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,New Zealand,1138.07,224307.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,China,899.82,208452.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,United Kingdom,753.23,205849.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Belgium,633.73,200425.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,United Arab Emirates,562.74,214520.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Australia,431.37,137878.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Indonesia,413.79,131197.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Singapore,342.53,74253.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,"Hong Kong, China",325.28,75350.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Kuwait,320.05,63362.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,France,283.05,115158.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Philippines,274.96,28134.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Jamaica,274.51,56144.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Sweden,248.91,58109.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Netherlands,243.44,76171.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Saudi Arabia,169.51,64331.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Brazil,143.96,67769.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Italy,140.17,37298.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Malaysia,124.06,26555.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Bermuda,97.74,14788.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Argentina,94.54,44506.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Cayman Islands,93.07,14244.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Norway,75.2,40200.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Qatar,71.96,4835.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Thailand,69.18,13483.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Russian Federation,65.65,27022.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,India,52.04,10889.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Bahrain,46.62,3664.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Ecuador,41.0,19301.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Switzerland,28.44,2902.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Macao,22.69,2877.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Sri Lanka,20.06,1468.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Hungary,17.98,3003.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Curaçao,16.32,4779.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,"Bahamas, The",13.91,1398.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,South Africa,13.62,6413.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Cyprus,12.2,5742.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Trinidad and Tobago,9.22,2374.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Chile,5.76,452.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Guatemala,5.43,497.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2014,Grenada,3.98,567.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017, World,159873.22,31888900.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Canada,92447.46,20088000.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Japan,22174.78,3100020.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Germany,16434.1,3636210.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Vietnam,4602.2,1002420.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Mexico,4004.0,687917.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,"Korea, Rep.",3350.65,479255.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,China,1509.94,173929.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Spain,1404.52,277917.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Saudi Arabia,1255.38,169664.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Slovenia,1187.12,227382.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Netherlands,953.63,160390.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,United Kingdom,951.71,178145.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Costa Rica,943.73,194049.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,"Other Asia, nes",859.23,135065.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Belgium,858.69,130583.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,New Zealand,630.3,100000.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Turkey,539.82,84878.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Russian Federation,464.1,74929.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Indonesia,402.96,93095.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Bermuda,399.4,47290.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,United Arab Emirates,337.51,46603.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Jamaica,335.44,76834.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Chile,333.28,59747.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Singapore,330.74,70069.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Kuwait,329.98,50754.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,South Africa,312.59,89281.0,Kg
