Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,"Hong Kong, China",301.48,55519.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Australia,228.95,33904.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Sweden,204.76,53023.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Italy,197.33,30918.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Czech Republic,155.4,24433.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Argentina,133.63,23183.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Finland,112.59,19520.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Djibouti,103.52,18271.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Bahrain,102.28,14973.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Malaysia,86.96,21585.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Thailand,83.87,15188.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Switzerland,80.61,20396.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Ecuador,76.66,19236.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,"Bahamas, The",72.69,8454.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Panama,68.14,10641.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,France,62.95,9899.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Curaçao,53.51,14576.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Lebanon,47.14,4146.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Israel,34.16,5258.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Turks and Caicos Isl.,33.69,6372.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Jordan,32.6,4518.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Dominican Republic,31.02,4179.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Paraguay,28.48,6357.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Cayman Islands,27.49,2805.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Qatar,23.08,2164.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Colombia,21.08,3445.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Aruba,20.6,2905.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Barbados,14.97,1776.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Norway,12.7,1320.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Uruguay,11.6,1551.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,French Polynesia,10.93,1386.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Marshall Islands,10.17,1060.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Bangladesh,10.0,8731.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Hungary,8.0,816.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Dominica,4.33,681.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Iraq,3.54,89.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Philippines,3.25,365.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Grenada,3.18,641.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2017,Belize,2.61,267.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020, World,145324.02,28061100.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Canada,96266.03,20817900.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Germany,12208.5,2368720.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Mexico,7315.38,1362360.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Japan,5128.94,405986.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Belgium,4756.26,456850.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,"Korea, Rep.",3116.99,287881.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Switzerland,2808.75,47628.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Saudi Arabia,2501.68,377798.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,United Kingdom,2017.34,347355.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,China,919.52,150770.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Vietnam,868.49,148075.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,United Arab Emirates,618.89,71721.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Australia,563.51,105620.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,"Other Asia, nes",554.62,53499.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Venezuela,516.6,91922.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Netherlands,490.38,77313.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Chile,443.69,74422.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,France,416.55,87206.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Norway,398.5,94846.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Turkey,359.26,95415.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Russian Federation,357.03,96146.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Singapore,327.02,51661.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,"Hong Kong, China",253.48,35043.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Spain,221.8,54667.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,New Zealand,202.14,30944.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Ireland,187.14,38400.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Latvia,164.83,13064.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Dominican Republic,126.12,20278.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Greece,122.79,26700.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Kuwait,112.47,12953.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Ukraine,97.37,19020.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Bahrain,83.62,13998.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Jordan,74.82,12964.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Bermuda,70.37,2805.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Panama,66.89,9716.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Indonesia,62.39,18390.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Jamaica,61.7,17939.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Malaysia,59.02,8451.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Somalia,57.0,4700.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Afghanistan,43.19,2200.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Portugal,38.5,14032.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Mongolia,32.56,1032.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,"Bahamas, The",32.37,2045.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Uruguay,27.19,4330.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Qatar,19.84,1616.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Denmark,19.72,3508.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Cayman Islands,16.06,5813.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Pakistan,14.88,1683.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Brazil,14.65,1162.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Turks and Caicos Isl.,12.84,2588.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Finland,11.42,2049.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Marshall Islands,11.05,1145.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Oman,8.45,423.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Italy,7.5,151.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,St. Lucia,6.63,1426.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Senegal,5.5,637.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Barbados,5.25,1345.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Costa Rica,4.89,686.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,Guatemala,4.89,686.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,El Salvador,4.86,686.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2020,India,3.92,697.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012, World,172167.19,47343600.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Canada,136037.36,38086500.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Germany,15763.91,4095870.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Switzerland,3248.73,487252.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Japan,2611.27,245777.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Mexico,2289.08,636546.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Brazil,2264.52,761628.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,"Other Asia, nes",1337.41,476088.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,United Kingdom,1120.34,374905.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Belgium,1042.9,365916.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,"Korea, Rep.",1021.39,234539.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Australia,838.61,364411.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Vietnam,756.84,189750.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Nicaragua,627.53,127650.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Sweden,617.65,86334.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Italy,612.74,199275.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Spain,541.1,161415.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,France,413.73,130028.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Colombia,265.65,75900.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,New Zealand,201.69,94943.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Ireland,114.33,19160.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Netherlands,102.86,36048.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,China,70.76,24537.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Honduras,66.03,18975.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Austria,61.41,19209.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,"Hong Kong, China",50.32,7974.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Singapore,22.16,10430.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Russian Federation,15.79,570.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Thailand,10.92,5141.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Israel,8.8,1359.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Denmark,7.78,897.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Philippines,5.53,646.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Cayman Islands,5.25,250.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Aruba,3.76,1771.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Jordan,3.23,170.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,"Bahamas, The",3.02,1422.0,Kg
United States,Export,90111,"Coffee, not roasted or decaffeinated",2012,Bermuda,2.8,346.0,Kg
